011.0,Tuberculosis of lung, infiltrative 
011.1,Tuberculosis of lung, nodular 
011.2,Tuberculosis of lung with cavitation
011.3,Tuberculosis of bronchus  
011.4,Tuberculous fibrosis of lung 
011.5,Tuberculous bronchiectasis   
011.6,Tuberculous pneumonia [any form] 
011.7,Tuberculous pneumothorax   
011.8,Other pulmonary tuberculosis  
011.9,Unspecified    
012,Other respiratory tuberculosis  
012.0,Tuberculous pleurisy   
012.1,Tuberculosis of intrathoracic lymph nodes
012.2,Isolated tracheal or bronchial tuberculosis
012.3,Tuberculous laryngitis   
012.8,Other    
013,Tuberculosis of meninges and central
013.0,Tuberculous meningitis   
013.1,Tuberculoma of meninges  
013.8,Other    
013.9,Unspecified    
014,Tuberculosis of intestines, peritoneum, and
015,Tuberculosis of bones and joints
015.0,Vertebral column   
015.1,Hip    
015.2,Knee    
015.7,Other bone   
015.8,Other joint   
015.9,Unspecified    
016,Tuberculosis of genitourinary system 
016.0,Kidney    
016.1,Other urinary organs  
016.2,Epididymis    
016.3,Other male genital organs 
016.4,Female genital organs  
016.9,Unspecified    
017,Tuberculosis of other organs 
017.0,Skin and subcutaneous cellular tissue
017.1,Erythema nodosum with hypersensitivity reaction
017.2,Peripheral lymph nodes  
017.3,Eye    
017.4,Ear    
017.5,Thyroid gland   
017.6,Adrenal glands   
017.7,Spleen    
017.8,Other    
018,Miliary tuberculosis   
018.0,Acute    
018.8,Other    
018.9,Unspecified    
020,Plague    
020.0,Bubonic    
020.1,Cellulocutaneous    
020.2,Septicaemic    
020.3,Primary pneumonic   
020.4,Secondary pneumonic   
020.5,Pneumonic, unspecified   
020.8,Other    
020.9,Unspecified    
021,Tularemia    
022,Anthrax    
022.0,Cutaneous anthrax   
022.1,Pulmonary anthrax   
022.2,Gastrointestinal anthrax   
022.3,Anthrax septicaemia   
022.8,Other manifestations   
022.9,Unspecified    
023,Brucellosis    
023.0,Brucella melitensis   
023.1,Brucella abortus   
023.2,Brucella suis   
023.3,Brucella canis   
023.8,Other    
023.9,Unspecified    
024,Glanders    
025,Melioidosis    
026,Rat-bite fever   
026.0,Spirillary fever   
026.1,Streptobacillary fever   
026.9,Unspecified    
027,Other zoonotic bacterial diseases 
027.0,Listeriosis    
027.1,Erysipelothrix infection   
027.2,Pasteurellosis    
027.8,Other    
027.9,Unspecified    
030,Leprosy    
030.0,Lepromatous [type L]  
030.1,Tuberculoid [type T]  
030.2,Indeterminate [group I]  
030.3,Borderline [group B]  
030.8,Other    
030.9,Unspecified    
031,Diseases due to other mycobacteria
031.0,Pulmonary    
031.1,Cutaneous    
031.8,Other    
031.9,Unspecified    
032,Diphtheria    
032.0,Faucial diphtheria   
032.1,Nasopharyngeal diphtheria   
032.2,Anterior nasal diphtheria  
032.3,Laryngeal diphtheria   
032.8,Other    
032.9,Diphtheria, unspecified   
033,Whooping cough   
033.0,Bordetella pertussis [B. pertussis] 
033.1,Bordetella parapertussis [B. parapertussis] 
033.8,Other specified organism  
033.9,Whooping cough, unspecified organism 
034,Streptococcal sore throat and scarlatina
034.0,Streptococcal sore throat  
034.1,Scarlatina    
035,Erysipelas    
036,Meningococcal infection   
036.0,Meningococcal meningitis   
036.1,Meningococcal encephalitis   
036.2,Meningococcaemia    
036.3,Waterhouse-Friderichsen syndrome, meningococcal  
036.4,Meningococcal carditis   
036.8,Other    
036.9,Unspecified    
037,Tetanus    
038,Septicaemia    
038.0,Streptococcal septicaemia   
038.1,Staphylococcal septicaemia   
038.2,Pneumococcal septicaemia   
038.3,Septicaemia due to anaerobes 
038.4,Septicaemia due to other gram-negative
038.8,Other specified septicaemias  
038.9,Unspecified septicaemia   
039,Actinomycotic infections   
039.0,Cutaneous    
039.1,Pulmonary    
039.2,Abdominal    
039.3,Cervicofacial    
039.4,Madura foot   
039.8,Of other specified sites 
039.9,Of unspecified site  
040,Other bacterial diseases  
040.0,Gas gangrene   
040.1,Rhinoscleroma    
040.2,Whipple's disease   
040.3,Necrobacillosis    
040.8,Other bacterial diseases  
041,Bacterial infection in conditions classified
041.0,Streptococcus    
041.1,Staphylococcus    
041.2,Pneumococcus    
041.3,Friedlander's bacillus   
041.4,Escherichia coli [E.coli]  
041.5,Haemophilus influenzae [H. influenzae] 
041.6,Proteus (mirabilis) (morganii)  
041.7,Pseudomonas    
041.8,Other    
041.9,Bacterial infection, unspecified  
042,Human immunodeficiency virus infection with
042.0,With specified infections  
042.1,Causing other specified infections 
042.2,With specified malignant neoplasms 
042.9,Acquired immunodeficiency syndrome, unspecified 
043,Human immunodeficiency virus infection causing
043.0,Causing lymphadenopathy   
043.1,Causing specified diseases of the
043.2,Causing other disorders involving the
043.3,Causing other specified conditions 
043.9,Acquired immunodeficiency syndrome-related complex, unspecified
044,Other human immunodeficiency virus infection
044.0,Causing specified acute infections 
044.9,Human immunodeficiency virus infection, unspecified
045,Acute poliomyelitis   
045.0,Acute paralytic poliomyelitis specified as
045.1,Acute poliomyelitis with other paralysis
045.2,Acute nonparalytic poliomyelitis  
045.9,Acute poliomyelitis, unspecified  
046,Slow virus infection of central
046.0,Kuru    
046.1,Jakob-Creutzfeldt disease   
046.2,Subacute sclerosing panencephalitis  
046.3,Progressive multifocal leucoencephalopathy  
046.8,Other    
046.9,Unspecified    
047,Meningitis due to enterovirus 
047.0,Coxsackie virus   
047.1,ECHO virus   
047.8,Other    
047.9,Unspecified    
048,Other enterovirus diseases of central
049,Other non-arthropod-borne viral diseases of
049.0,Lymphocytic choriomeningitis   
049.1,Meningitis due to adenovirus 
049.8,Other    
049.9,Unspecified    
050,Smallpox    
050.0,Variola major   
050.1,Alastrim    
050.2,Modified smallpox   
050.9,Smallpox, unspecified   
051,Cowpox and paravaccinia  
051.0,Cowpox    
051.1,Pseudocowpox    
051.2,Contagious pustular dermatitis  
051.9,Paravaccinia, unspecified   
052,Chickenpox    
053,Herpes zoster   
053.0,With meningitis   
053.1,With other nervous system complications
053.2,With ophthalmic complications  
053.7,With other complications  
053.8,With unspecified complication  
053.9,Herpes zoster without mention of
054,Herpes simplex   
054.0,Eczema herpeticum   
054.1,Genital herpes   
054.2,Herpetic gingivostomatitis   
054.3,Herpetic meningoencephalitis   
054.4,With ophthalmic complications  
054.5,Herpetic septicaemia   
054.6,Herpetic whitlow   
054.7,With other complications  
054.8,With unspecified complication  
054.9,Herpes simplex without mention of
055,Measles    
055.0,Postmeasles encephalitis   
055.1,Postmeasles pneumonia   
055.2,Postmeasles otitis   
055.7,With other complications  
055.8,With unspecified complication  
055.9,Measles without mention of complication
056,Rubella    
056.0,With neurological complications  
056.7,With other complications  
056.8,With unspecified complications  
056.9,Rubella without mention of complication
057,Other viral exanthemata  
057.0,Erythema infectiosum [fifth disease] 
057.8,Other    
057.9,Unspecified    
060,Yellow fever   
060.0,Sylvatic    
060.1,Urban    
060.9,Unspecified    
061,Dengue    
062,Mosquito-borne viral encephalitis  
062.0,Japanese encephalitis   
062.1,Western equine encephalitis  
062.2,Eastern equine encephalitis  
062.3,St. Louis encephalitis  
062.4,Australian encephalitis   
062.5,California virus encephalitis  
062.8,Other    
062.9,Unspecified    
063,Tick-borne viral encephalitis  
063.0,Russian spring-summer [taiga] encephalitis 
063.1,Louping ill   
063.2,Central European encephalitis  
063.8,Other    
063.9,Unspecified    
064,Viral encephalitis transmitted by other
065,Arthropod-borne hemorrhagic fever  
065.0,Crimean hemorrhagic fever [CHF Congo
065.1,Omsk hemorrhagic fever  
065.2,Kyasanur Forest disease  
065.3,Other tick-borne hemorrhagic fever 
065.4,Mosquito-borne hemorrhagic fever  
065.8,Other    
065.9,Unspecified    
066,Other arthropod-borne viral diseases 
066.0,Phlebotomus fever   
066.1,Tick-borne fever   
066.2,Venezuelan equine fever  
066.3,Other mosquito-borne fever  
066.8,Other    
066.9,Unspecified    
070,Viral hepatitis   
070.0,Viral hepatitis A with hepatic
070.1,Viral hepatitis A without mention
070.2,Viral hepatitis B with hepatic
070.3,Viral hepatitis B without mention
070.4,Other specified viral hepatitis with
070.5,Other specified viral hepatitis without
070.6,Unspecified viral hepatitis with hepatic
070.9,Unspecified viral hepatitis without mention
071,Rabies    
072,Mumps    
072.0,Mumps orchitis   
072.1,Mumps meningitis   
072.2,Mumps encephalitis   
072.3,Mumps pancreatitis   
072.7,Mumps with other complications 
072.8,Mumps with unspecified complication 
072.9,Mumps without mention of complication
073,Ornithosis    
074,Specific diseases due to Coxsackie
074.0,Herpangina    
074.1,Epidemic pleurodynia   
074.2,Coxsackie carditis   
074.3,Hand, foot and mouth disease
074.8,Other    
075,Infectious mononucleosis   
076,Trachoma    
076.0,Initial stage   
076.1,Active stage   
076.9,Unspecified    
077,Other diseases of conjunctiva due
077.0,Inclusion conjunctivitis   
077.1,Epidemic keratoconjunctivitis   
077.2,Pharyngoconjunctival fever   
077.3,Other adenoviral conjunctivitis  
077.4,Epidemic hemorrhagic conjunctivitis  
077.8,Other viral conjunctivitis  
077.9,Unspecified    
078,Other diseases due to viruses
078.0,Molluscum contagiosum   
078.1,Viral warts   
078.2,Sweating fever   
078.3,Cat-scratch disease   
078.4,Foot and mouth disease 
078.5,Cytomegalic inclusion disease  
078.6,Hemorrhagic nephrosonephritis   
078.7,Arenaviral hemorrhagic fever  
078.8,Other    
079,Viral infection in conditions classified
079.0,Adenovirus    
079.1,ECHO virus   
079.2,Coxsackie virus   
079.3,Rhinovirus    
079.8,Other    
079.9,Unspecified    
080,Louse-borne [epidemic] typhus  
081,Other typhus   
081.0,Murine [endemic] typhus  
081.1,Brill's disease   
081.2,Scrub typhus   
081.9,Unspecified    
082,Tick-borne rickettsioses   
082.0,Spotted fevers   
082.1,Boutonneuse fever   
082.2,North Asian tick fever 
082.3,Queensland tick typhus  
082.8,Other    
082.9,Unspecified    
083,Other rickettsioses   
083.0,Q-fever    
083.1,Trench fever   
083.2,Rickettsialpox    
083.8,Other    
083.9,Unspecified    
084,Malaria    
084.0,Falciparum malaria [malignant tertian] 
084.1,Vivax malaria [benign tertian] 
084.2,Quartan malaria   
084.3,Ovale malaria   
084.4,Other malaria   
084.5,Mixed    
084.6,Unspecified    
084.7,Induced malaria   
084.8,Blackwater fever   
084.9,Other pernicious complications of malaria
085,Leishmaniasis    
085.0,Visceral [kala-azar]   
085.1,Cutaneous, urban   
085.2,Cutaneous, Asian desert  
085.3,Cutaneous, Ethiopian   
085.4,Cutaneous, American   
085.5,Mucocutaneous (American)   
085.9,Unspecified    
086,Trypanosomiasis    
086.0,Chagas's disease with heart involvement
086.1,Chagas's disease with other organ
086.2,Chagas's disease without mention of
086.3,Gambian trypanosomiasis   
086.4,Rhodesian trypanosomiasis   
086.5,African trypanosomiasis, unspecified  
086.9,Unspecified    
087,Relapsing fever   
087.0,Louse-borne    
087.1,Tick-borne    
087.9,Unspecified    
088,Other arthropod-borne diseases  
088.0,Bartonellosis    
088.8,Other    
088.9,Unspecified    
090,Congenital syphilis   
090.0,Early congenital syphilis, symptomatic 
090.1,Early congenital syphilis, latent 
090.2,Early congenital syphilis, unspecified 
090.3,Syphilitic interstitial keratitis  
090.4,Juvenile neurosyphilis   
090.5,Other late congenital syphilis, symptomatic
090.6,Late congenital syphilis, latent 
090.7,Late congenital syphilis, unspecified 
090.9,Congenital syphilis, unspecified  
091,Early syphilis, symptomatic  
091.0,Genital syphilis (primary)  
091.1,Primary anal syphilis  
091.2,Other primary syphilis  
091.3,Secondary syphilis of skin or
091.4,Adenopathy due to secondary syphilis
091.5,Uveitis due to secondary syphilis
091.6,Secondary syphilis of viscera and
091.7,Secondary syphilis, relapse  
091.8,Other forms of secondary syphilis
091.9,Unspecified secondary syphilis  
092,Early syphilis, latent  
092.0,Early syphilis, latent, serological relapse
092.9,Early syphilis, latent, unspecified 
093,Cardiovascular syphilis   
093.0,Aneurysm of aorta, specified as
093.1,Syphilitic aortitis   
093.2,Syphilitic endocarditis   
093.8,Other    
093.9,Unspecified    
094,Neurosyphilis    
094.0,Tabes dorsalis   
094.1,General paresis   
094.2,Syphilitic meningitis   
094.3,Asymptomatic neurosyphilis   
094.8,Other    
094.9,Unspecified    
095,Other forms of late syphilis,
096,Late syphilis, latent  
097,Other and unspecified syphilis 
097.0,Late syphilis, unspecified  
097.1,Latent syphilis, unspecified  
097.9,Syphilis, unspecified   
098,Gonococcal infections   
098.0,Acute, of lower genitourinary tract
098.1,Acute, of upper genitourinary tract
098.2,Chronic, of lower genitourinary tract
098.3,Chronic, of upper genitourinary tract
098.4,Of eye   
098.5,Of joint   
098.6,Of pharynx   
098.7,Of anus and rectum 
098.8,Of other sites  
099,Other venereal diseases  
099.0,Chancroid    
099.1,Lymphogranuloma venereum   
099.2,Granuloma inguinale   
099.3,Reiter's disease   
099.4,Other nongonococcal urethritis  
099.8,Other    
099.9,Unspecified    
100,Leptospirosis    
100.0,Leptospirosis icterohemorrhagica   
100.8,Other    
100.9,Unspecified    
101,Vincent's angina   
102,Yaws    
102.0,Initial lesions   
102.1,Multiple papillomata and wet crab
102.2,Other early skin lesions 
102.3,Hyperkeratosis    
102.4,Gummata and ulcers  
102.5,Gangosa    
102.6,Bone and joint lesions 
102.7,Other manifestations   
102.8,Latent yaws   
102.9,Yaws, unspecified   
103,Pinta    
103.0,Primary lesions   
103.1,Intermediate lesions   
103.2,Late lesions   
103.3,Mixed lesions   
103.9,Unspecified    
104,Other spirochaetal infection  
104.0,Nonvenereal endemic syphilis  
104.8,Other    
104.9,Unspecified    
110,Dermatophytosis    
110.0,Of scalp and beard 
110.1,Of nail   
110.2,Of hand   
110.3,Of groin and perianal area
110.4,Of foot   
110.5,Of the body  
110.6,Deep seated dermatophytosis  
110.8,Of other sites  
110.9,Of unspecified site  
111,Dermatomycosis, other and unspecified 
111.0,Pityriasis versicolor   
111.1,Tinea nigra   
111.2,Tinea blanca   
111.3,Black piedra   
111.8,Other    
111.9,Unspecified    
112,Candidiasis    
112.0,Of mouth   
112.1,Of vulva and vagina 
112.2,Of other urogenital sites 
112.3,Of skin and nails 
112.4,Of lung   
112.5,Disseminated    
112.8,Of other sites  
112.9,Of unspecified site  
114,Coccidioidomycosis    
115,Histoplasmosis    
115.0,Infection by Histoplasma capsulatum 
115.1,Infection by Histoplasma duboisii 
115.9,Unspecified    
116,Blastomycotic infection   
116.0,Blastomycosis    
116.1,Paracoccidioidomycosis    
116.2,Lobomycosis    
117,Other mycoses   
117.0,Rhinosporidiosis    
117.1,Sporotrichosis    
117.2,Chromoblastomycosis    
117.3,Aspergillosis    
117.4,Mycotic mycetomas   
117.5,Cryptococcosis    
117.6,Allescheriosis [Petriellidosis]   
117.7,Zygomycosis [Phycomycosis or Mucormycosis] 
117.8,Infection by dematiacious fungi [Phaehyphomycosis]
117.9,Other and unspecified  
118,Opportunistic mycoses   
120,Schistosomiasis[bilharziasis]    
120.0,Schistosoma haematobium   
120.1,Schistosoma mansoni   
120.2,Schistosoma japonicum   
120.3,Cutaneous    
120.8,Other    
120.9,Unspecified    
121,Other trematode infections  
121.0,Opisthorchiasis    
121.1,Clonorchiasis    
121.2,Paragonimiasis    
121.3,Fascioliasis    
121.4,Fasciolopsiasis    
121.5,Metagonimiasis    
121.6,Heterophyiasis    
121.8,Other    
121.9,Unspecified    
122,Echinococcosis    
122.0,Echinococcus granulosus infection of liver
122.1,Echinococcus granulosus infection of lung
122.2,Echinococcus granulosus infection of thyroid
122.3,Echinococcus granulosus infection, other 
122.4,Echinococcus granulosus infection, unspecified 
122.5,Echinococcus multilocularis infection of liver
122.6,Echinococcus multilocularis infection, other 
122.7,Echinococcus multilocularis infection, unspecified 
122.8,Echinococcosis, unspecified, of liver 
122.9,Echinococcosis, other and unspecified 
123,Other cestode infection  
123.0,Taenia solium infection, intestinal form
123.1,Cysticercosis    
123.2,Taenia saginata infection  
123.3,Taeniasis, unspecified   
123.4,Diphyllobothriasis, intestinal   
123.5,Sparganosis [larval diphyllobothriasis]  
123.6,Hymenolepiasis    
123.8,Other    
123.9,Unspecified    
124,Trichinosis    
125,Filarial infection and dracontiasis 
125.0,Bancroftian filariasis   
125.1,Malayan filariasis   
125.2,Loiasis    
125.3,Onchocerciasis    
125.4,Dipetalonemiasis    
125.5,Mansonella ozzardi infection  
125.6,Other specified filariasis  
125.7,Dracontiasis    
125.9,Unspecified filariasis   
126,Ancylostomiasis and necatoriasis  
126.0,Ancylostoma duodenale   
126.1,Necator americanus   
126.2,Ancylostoma braziliense   
126.3,Ancylostoma ceylanicum   
126.8,Other specified Ancylostoma  
126.9,Unspecified    
127,Other intestinal helminthiases  
127.0,Ascariasis    
127.1,Anisakiasis    
127.2,Strongyloidiasis    
127.3,Trichuriasis    
127.4,Enterobiasis    
127.5,Capillariasis    
127.6,Trichostrongyliasis    
127.7,Other intestinal helminthiasis  
127.8,Mixed intestinal helminthiasis  
127.9,Intestinal helminthiasis, unspecified  
128,Other and unspecified helminthiases 
128.0,Toxocariasis    
128.1,Gnathostomiasis    
128.8,Other    
128.9,Unspecified    
129,Intestinal parasitism, unspecified  
130,Toxoplasmosis    
131,Trichomoniasis    
131.0,Urogenital trichomoniasis   
131.8,Other sites   
131.9,Unspecified    
132,Pediculosis and phthirus infestation 
132.0,Pediculus capitis [head louse] 
132.1,Pediculus corporis [body louse] 
132.2,Phthirus pubis [pubic louse] 
132.3,Mixed    
132.9,Pediculosis, unspecified   
133,Acariasis    
133.0,Scabies    
133.8,Other    
133.9,Unspecified    
134,Other infestation   
134.0,Myiasis    
134.1,Other arthropod infestation  
134.2,Hirudiniasis    
134.8,Other    
134.9,Unspecified    
135,Sarcoidosis    
136,Other and unspecified infectious and
136.0,Ainhum    
136.1,Behcet's syndrome   
136.2,Specific infections by free-living amoebae
136.3,Pneumocystosis    
136.4,Psorospermiasis    
136.5,Sarcosporidiosis    
136.8,Other    
136.9,Unspecified    
137,Late effects of tuberculosis 
137.0,Late effects of respiratory or
137.1,Late effects of central nervous
137.2,Late effects of genitourinary tuberculosis
137.3,Late effects of tuberculosis of
137.4,Late effects of tuberculosis of
138,Late effects of acute poliomyelitis
139,Late effects of other infectious
139.0,Late effects of viral encephalitis
139.1,Late effects of trachoma 
139.8,Late effects of other and
1.,Content:    
140,Malignant neoplasm of lip 
140.0,Upper lip, vermilion border 
140.1,Lower lip, vermilion border 
140.3,Upper lip, inner aspect 
140.4,Lower lip, inner aspect 
140.5,Lip, unspecified, inner aspect 
140.6,Commissure of lip  
140.8,Other [see Note 3 at
140.9,Lip, unspecified, vermilion border 
141,Malignant neoplasm of tongue 
141.0,Base of tongue  
141.1,Dorsal surface of tongue 
141.2,Tip and lateral border of
141.3,Ventral surface of tongue 
141.4,Anterior two-thirds of tongue, part
141.5,Junctional zone   
141.6,Lingual tonsil   
141.8,Other [see Note 3 at
141.9,Tongue, unspecified   
142,Malignant neoplasm of major salivary
142.0,Parotid gland   
142.1,Submandibular gland   
142.2,Sublingual gland   
142.8,Other [see Note 3 at
142.9,Site unspecified   
143,Malignant neoplasm of gum 
143.0,Upper gum   
143.1,Lower gum   
143.8,Other [see Note 3 at
143.9,Gum, unspecified   
144,Malignant neoplasm of floor of
144.0,Anterior portion   
144.1,Lateral portion   
144.8,Other [see Note 3 at
144.9,Part unspecified   
145,Malignant neoplasm of other and
145.0,Cheek mucosa   
145.1,Vestibule of mouth  
145.2,Hard palate   
145.3,Soft palate   
145.4,Uvula    
145.5,Palate, unspecified   
145.6,Retromolar area   
145.8,Other [see Note 3 at
145.9,Mouth, unspecified   
146,Malignant neoplasm of oropharynx 
146.0,Tonsil    
146.1,Tonsillar fossa   
146.2,Tonsillar pillars (anterior) (posterior) 
146.3,Vallecula    
146.4,Anterior aspect of epiglottis 
146.5,Junctional region   
146.6,Lateral wall of oropharynx 
146.7,Posterior wall of oropharynx 
146.8,Other [see Note 3 at
146.9,Oropharynx, unspecified   
147,Malignant neoplasm of nasopharynx 
147.0,Superior wall   
147.1,Posterior wall   
147.2,Lateral wall   
147.3,Anterior wall   
147.8,Other [see Note 3 at
147.9,Nasopharynx, unspecified   
148,Malignant neoplasm of hypopharynx 
148.0,Postcricoid region   
148.1,Pyriform sinus   
148.2,Aryepiglottic fold, hypopharyngeal aspect 
148.3,Posterior hypopharyngeal wall  
148.8,Other [see Note 3 at
148.9,Hypopharynx, unspecified   
149,Malignant neoplasm of other and
149.0,Pharynx, unspecified   
149.1,Waldeyer's ring   
149.8,Other [see Note 3 at
149.9,Ill-defined    
150,Malignant neoplasm of esophagus 
150.0,Cervical part   
150.1,Thoracic part   
150.2,Abdominal part   
150.3,Upper third   
150.4,Middle third   
150.5,Lower third   
150.8,Other [see Note 3 at
150.9,Esophagus, unspecified   
151,Malignant neoplasm of stomach 
151.0,Cardia    
151.1,Pylorus    
151.2,Pyloric antrum   
151.3,Fundus of stomach  
151.4,Body of stomach  
151.5,Lesser curvature, unspecified  
151.6,Greater curvature, unspecified  
151.8,Other [see Note 3 at
151.9,Stomach, unspecified   
152,Malignant neoplasm of small intestine,
152.0,Duodenum    
152.1,Jejunum    
152.2,Ileum    
152.3,Meckel's diverticulum   
152.8,Other [see Note 3 at
152.9,Small intestine, unspecified  
153,Malignant neoplasm of colon 
153.0,Hepatic flexure   
153.1,Transverse colon   
153.2,Descending colon   
153.3,Sigmoid colon   
153.4,Caecum    
153.5,Appendix    
153.6,Ascending colon   
153.7,Splenic flexure   
153.8,Other [see Note 3 at
153.9,Colon, unspecified   
154,Malignant neoplasm of rectum, rectosigmoid
154.0,Rectosigmoid junction   
154.1,Rectum    
154.2,Anal canal   
154.3,Anus, unspecified   
154.8,Other [see Note 3 at
155,Malignant neoplasm of liver and
155.0,Liver, primary   
155.1,Intrahepatic bile ducts  
155.2,Liver, not specified as primary
156,Malignant neoplasm of gallbladder and
156.0,Gallbladder    
156.1,Extrahepatic bile ducts  
156.2,Ampulla of Vater  
156.8,Other [see Note 3 at
156.9,Biliary tract, part unspecified 
157,Malignant neoplasm of pancreas 
157.0,Head of pancreas  
157.1,Body of pancreas  
157.2,Tail of pancreas  
157.3,Pancreatic duct   
157.4,Islets of Langerhans  
157.8,Other [see Note 3 at
157.9,Part unspecified   
158,Malignant neoplasm of retroperitoneum and
158.0,Retroperitoneum    
158.8,Specified parts of peritoneum [see
158.9,Peritoneum, unspecified   
159,Malignant neoplasm of other and
159.0,Intestinal tract, part unspecified 
159.1,Spleen, not elsewhere classified 
159.8,Other [see Note 3 at
159.9,Ill-defined    
160,Malignant neoplasm of nasal cavities,
160.0,Nasal cavities   
160.1,Auditory tube, middle ear, and
160.2,Maxillary sinus   
160.3,Ethmoidal sinus   
160.4,Frontal sinus   
160.5,Sphenoidal sinus   
160.8,Other [see Note 3 at
160.9,Accessory sinus, unspecified  
161,Malignant neoplasm of larynx 
161.0,Glottis    
161.1,Supraglottis    
161.2,Subglottis    
161.3,Laryngeal cartilages   
161.8,Other [see Note 3 at
161.9,Larynx, unspecified   
162,Malignant neoplasm of trachea, bronchus,
162.0,Trachea    
162.2,Main bronchus   
162.3,Upper lobe, bronchus or lung
162.4,Middle lobe, bronchus or lung
162.5,Lower lobe, bronchus or lung
162.8,Other [see Note 3 at
162.9,Bronchus and lung, unspecified 
163,Malignant neoplasm of pleura 
163.0,Parietal    
163.1,Visceral    
163.8,Other [see Note 3 at
163.9,Pleura, unspecified   
164,Malignant neoplasm of thymus, heart,
164.0,Thymus    
164.1,Heart    
164.2,Anterior mediastinum   
164.3,Posterior mediastinum   
164.8,Other [see Note 3 at
164.9,Mediastinum, part unspecified  
165,Malignant neoplasm of other and
165.0,Upper respiratory tract, part unspecified
165.8,Other [see Note 3 at
165.9,Ill-defined sites within the respiratory
170,Malignant neoplasm of bone and
170.0,Bones of skull and face
170.1,Lower jaw bone  
170.2,Vertebral column, excluding sacrum and
170.3,Ribs, sternum, and clavicle 
170.4,Long bones of upper limb
170.5,Upper limbs, Short bones 
170.6,Pelvic bones, sacrum, and coccyx
170.7,Lower limb, long bones 
170.8,Lower limb, short bones 
170.9,Site unspecified   
171,Malignant neoplasm of connective and
171.0,Head, face, and neck 
171.2,Upper limb, including shoulder 
171.3,Lower limb, including hip 
171.4,Thorax    
171.5,Abdomen    
171.6,Pelvis    
171.7,Trunk, unspecified   
171.8,Other [see Note 3 at
171.9,Site unspecified   
172,Malignant melanoma of skin 
172.0,Lip    
172.1,Eyelid, including canthus  
172.2,Ear and external auditory canal
172.3,Other and unspecified parts of
172.4,Scalp and neck  
172.5,Trunk, except scrotum  
172.6,Upper limb, including shoulder 
172.7,Lower limb, including hip 
172.8,Other [see Note 3 at
172.9,Site unspecified   
173,Other malignant neoplasm of skin
173.0,Skin of lip  
173.1,Eyelid, including canthus  
173.2,Ear and external auricular canal
173.3,Skin of other and unspecified
173.4,Scalp and skin of neck
173.5,Skin of trunk, except scrotum
173.6,Skin of upper limb, including
173.7,Skin of lower limb, including
173.8,Other [see Note 3 at
173.9,Site unspecified   
174,Malignant neoplasm of female breast
174.0,Nipple and areola  
174.1,Central portion   
174.2,Upper-inner quadrant   
174.3,Lower-inner quadrant   
174.4,Upper-outer quadrant   
174.5,Lower-outer quadrant   
174.6,Axillary tail   
174.8,Other [see Note 3 at
174.9,Breast, unspecified   
175,Malignant neoplasm of male breast
179,Malignant neoplasm of uterus, part
180,Malignant neoplasm of cervix uteri
180.0,Endocervix    
180.1,Exocervix    
180.8,Other [see Note 3 at
180.9,Cervix uteri, unspecified  
181,Malignant neoplasm of placenta 
182,Malignant neoplasm of body of
182.0,Corpus uteri, except isthmus 
182.1,Isthmus    
182.8,Other [see Note 3 at
183,Malignant neoplasm of ovary and
183.0,Ovary    
183.2,Fallopian tube   
183.3,Broad ligament   
183.4,Parametrium    
183.5,Round ligament   
183.8,Other [see Note 3 at
